APO Catalog,,,,,,20041,,,,,,,Cernis-52,,,,,,,23180,,,,,,,281159,,,,,,,23512,,,,,,,24534,,,,,,,24912,,,,,,,28482,,,,,,,37061,,,,,,,37903,,,,,,,43384,,,,,,,147084,,,,,,,147889,,,,,,,148579,,,,,,,166734,,,,,,,168625,,,,,,,175156,,,,,,,183143,,,,,,,190603,,,,,,,194279,,,,,,,Cyg-OB2-5,,,,,,,Cyg-OB2-12,,,,,,,204827,,,,,,,206267,,,,,,,223385,,,,,,
idx,Wav,FWHM,FWHM,xm2,xm2,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result
,A,km/s,A,km/s,A,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,
517,7470.38 ,31.22 ,0.78 ,11.95 ,0.30 ,7470.41,0.85,1,7.1,0.7,0.26,C,,,1,3.4,,,L,7470.38,1.03,,1.3,0.3,0.26,D,7470.35,0.81,,2.2,0.5,0.39,D,,,1,1.2,,,L,7470.22,1,,2.9,0.3,0.4,D,,,1,2.4,,,L,,,1,4.7,,,L,,,1,0.5,,,L,7470.52,1,,1.9,0.3,0.35,D,7470.6,0.75,,5.5,0.4,0.24,D,7470.37,0.55,,7.9,0.6,0.34,D,7470.24,0.7,,5.3,0.6,0.35,D,7470.24,0.7,,5.3,0.6,0.35,D,7470.6,0.69,,7.9,0.7,0.26,D,,,1,2.8,,,L,7470.25,0.79,,4.8,0.2,0.28,D,7470.49,0.61,1,9.5,0.7,0.25,C,7470.43,0.81,,5.8,0.7,0.3,D,7470.37,0.88,,11.5,0.5,0.4,D,7470.33,0.61,,10.6,0.3,0.23,D,7470.36,0.59,,10.7,0.3,0.24,D,7470.27,0.78,,6,0.9,0.34,D,7470.31,0.8,,3.7,0.2,0.25,D,7470.62,0.74,,5.3,0.8,0.24,D
518,7472.61 ,25.38 ,0.63 ,9.29 ,0.23 ,7472.59,0.64,,3.3,0.5,0.27,D,,,1,5.8,,,L,,,1,1.1,,,L,7472.6,0.58,,1.2,0.2,0.2,D,,,1,0.8,,,L,,,1,0.8,,,L,,,1,1,,,L,,,1,1.7,,,L,,,1,1.2,,,L,,,1,1.4,,,L,7472.79,0.64,,2.8,0.3,0.21,D,,,1,2.2,,,L,,,1,1.3,,,L,,,1,1.3,,,L,7472.75,0.71,,6.3,0.2,0.25,D,7472.46,0.56,,3.3,0.3,0.28,D,7472.66,0.86,,1.8,0.2,0.27,D,7472.65,0.42,,4,0.3,0.18,D,7472.56,0.42,,2.1,0.1,0.17,D,7472.38,0.81,,5.2,0.2,0.28,D,7472.56,0.57,,5.8,0.3,0.24,D,7472.48,0.59,,6.3,0.2,0.22,D,7472.6,0.76,,3.4,0.4,0.26,D,7472.63,0.63,,1.9,0.1,0.19,D,7472.85,0.66,,3.7,0.2,0.22,D
519,7478.38 ,26.28 ,0.66 ,10.10 ,0.25 ,7478.29,0.77,,3.2,0.1,0.3,D,,,1,6.5,,,L,,,1,2.4,,,L,,,1,1.4,,,L,7478.43,0.38,,2.1,0.3,0.17,D,,,1,0.9,,,L,7478.47,1.07,,3.2,0.8,0.34,D,,,1,3.2,,,L,,,1,1.8,,,L,,,1,1.7,,,L,,,1,1.7,,,L,,,1,4,,,L,,,1,4.9,,,L,,,1,4.9,,,L,,,1,1.7,,,L,,,1,3,,,L,,,1,2.4,,,L,7478.51,0.65,,4.7,0.3,0.27,D,,,1,1,,,L,,,1,1.6,,,L,7478.28,0.58,,3.3,0.1,0.24,D,7478.31,0.48,,3.4,0.6,0.19,D,,,1,2,,,L,,,1,1.1,,,L,,,,,,,R
520,7481.80 ,24.62 ,0.61 ,8.38 ,0.21 ,7481.73,0.29,,1.5,0.4,0.19,D,7482.03,0.83,,9.8,1.8,0.28,D,,,1,0.5,,,L,,,1,0.4,,,L,7481.72,0.51,,0.9,0.2,0.17,D,,,1,0.5,,,L,,,1,0.6,,,L,,,1,1,,,L,,,1,0.4,,,L,7481.87,0.44,,1.5,0.4,0.14,D,,,1,0.8,,,L,,,1,1.9,,,L,,,1,2,,,L,,,1,2,,,L,7481.96,0.88,,3.5,0.3,0.25,D,,,1,0.7,,,L,,,1,1.2,,,L,7482,0.7,,4.7,0.5,0.28,D,,,1,0.6,,,L,,,1,1.2,,,L,7481.64,0.63,,3.3,0.2,0.21,D,7481.79,0.59,,2.2,0.4,0.2,D,7481.73,0.69,,2,0.2,0.22,D,7481.81,0.73,,1.4,0.4,0.22,D,,,1,0.7,,,L
521,7482.93 ,24.86 ,0.62 ,10.05 ,0.25 ,7482.91,0.64,,5.8,0.3,0.27,D,,,1,5.7,,,L,,,1,2.5,,,L,,,1,0.8,,,L,,,1,0.5,,,L,,,1,1.1,,,L,7482.82,0.52,,2.9,0.7,0.31,D,,,1,1.3,,,L,7482.89,0.92,,6,0.5,0.26,D,7482.83,0.13,,4.9,0.4,0.27,D,7483.18,0.58,,2,0.2,0.22,D,,,,,,,R,,,,,,,R,,,,,,,R,7483.19,0.8,,6.5,0.1,0.31,D,,,1,4.2,,,L,7482.73,0.63,,1.9,0.2,0.24,D,7482.97,0.74,,10.3,0.5,0.27,D,7482.77,1.09,,3,0.6,0.33,D,7482.94,0.78,,9.3,1,0.25,D,7482.93,0.37,,2.3,0.3,0.12,D,7482.95,0.66,,12.1,0.5,0.27,D,7482.87,0.5,,1.8,0.5,0.17,D,,,1,0.8,,,L,7483.03,0.62,,4.5,0.2,0.23,D
522,7484.08 ,24.90 ,0.62 ,9.12 ,0.23 ,,,1,1.1,,,L,7483.85,0.47,,6.7,1.2,0.18,D,7484.14,0.47,,1.7,0.1,0.15,D,,,1,0.5,,,L,,,1,0.7,,,L,,,1,0.8,,,L,,,1,2.3,,,L,,,1,0.8,,,L,7483.88,0.92,,7.9,0.5,0.33,D,7483.88,0.8,,4.7,0.6,0.32,D,,,1,0.6,,,L,,,,,,,R,,,,,,,R,,,,,,,R,7484.31,0.5,,2.4,0.3,0.17,D,7484.08,0.57,,7.5,0.8,0.27,D,,,1,0.4,,,L,7484.14,0.58,,6,0.2,0.19,D,,,1,1.7,,,L,7483.9,0.95,,12.6,0.5,0.3,D,,,1,0.7,,,L,7483.98,0.67,,11.8,0.5,0.26,D,7484.18,0.43,,1.4,0.4,0.16,D,,,1,0.7,,,L,,,1,1.7,,,L
523,7493.09 ,55.30 ,1.38 ,19.66 ,0.49 ,7493.14,1.2,,6.5,0.7,0.42,D,7493.31,1.9,,8.8,2.2,0.69,D,7493.06,1.94,,4.5,0.7,0.61,D,,,1,0.8,,,L,,,1,0.9,,,L,,,1,3.2,,,L,7492.72,1.5,,6.1,1.7,0.5,D,,,1,5.8,,,L,,,1,3.3,,,L,7492.97,2.07,,6.3,1.2,0.63,D,,,1,1.9,,,L,,,,,,,R,,,1,3,,,L,,,1,3,,,L,,,1,4.3,,,L,7493.33,1.59,,25.1,1.2,0.56,D,,,1,1.7,,,L,7493.13,0.58,,5.5,1,0.36,D,,,1,5.3,,,L,7493.11,0.78,,6.2,0.6,0.3,D,,,1,2.1,,,L,7493.17,1.37,,21.4,0.6,0.56,D,,,1,5.7,,,L,7493.18,1.4,,2.9,0.7,0.48,D,,,1,4.6,,,L
524,7495.00 ,26.17 ,0.65 ,10.87 ,0.27 ,7494.77,0.68,,12.7,0.9,0.29,D,7495.18,0.53,,10.6,1.1,0.34,D,7495.13,0.43,,2.1,0.3,0.21,D,7494.99,0.65,,8.8,0.3,0.26,D,,,1,0.5,,,L,7494.94,0.49,,4,0.3,0.18,D,7495.02,0.45,,5.1,0.5,0.33,D,7495,0.67,1,8.8,1.1,0.31,C,7495.25,0.77,,2.8,0.2,0.3,D,7494.91,1.19,,5.2,0.6,0.37,D,7495.23,0.46,,7,0.3,0.22,D,,,,,,,R,,,,,,,R,,,,,,,R,7495.14,0.75,,28.6,0.3,0.31,D,7494.87,0.88,,38.8,1.1,0.33,D,,,1,1.2,,,L,7494.99,0.54,,8.1,0.5,0.18,D,7494.96,0.6,,6.2,0.3,0.31,D,7495.01,0.79,,10.3,0.9,0.31,D,7495.02,0.71,,18.4,0.6,0.28,D,7494.93,0.54,,13.3,0.2,0.19,D,7494.99,0.58,,14,0.4,0.25,D,7494.98,0.51,,6.1,0.8,0.26,D,,,,,,,R
525,7520.63 ,31.77 ,0.80 ,11.21 ,0.28 ,7520.31,0.7,,1.2,0.2,0.22,D,,,1,3.2,,,L,,,1,1.2,,,L,7520.62,0.74,,1.2,0.2,0.23,D,,,1,1.3,,,L,7520.63,1.29,,3,0.5,0.4,D,,,1,1.3,,,L,,,1,2.4,,,L,,,1,1.1,,,L,,,1,1.2,,,L,7520.84,0.36,,1,0.3,0.13,D,,,1,2.5,,,L,,,1,2.9,,,L,,,1,2.9,,,L,7520.77,0.74,,4.7,0.2,0.28,D,,,1,2.1,,,L,,,1,0.8,,,L,7520.68,0.9,,7,0.4,0.41,D,,,1,1.1,,,L,,,1,0.9,,,L,7520.69,1.15,,7.9,0.4,0.41,D,7520.39,0.91,,4.3,0.2,0.31,D,7520.65,0.42,,2.7,0.3,0.21,D,7520.67,0.91,,2.1,0.3,0.29,D,,,1,1.1,,,L
526,7544.56 ,97.29 ,2.45 ,37.64 ,0.95 ,7544.52,3.15,,8.3,1.7,1.05,D,7544.09,3.98,,41.5,7.7,1.1,D,7544.63,2.77,1,29.4,5,1.19,C,,,1,5.1,,,L,,,1,3,,,L,,,1,6.2,,,L,7544.23,2.95,,24.9,3.9,1.11,D,,,1,17.1,,,L,,,1,8.5,,,L,7544.39,3.75,,25.5,5.1,1.28,D,,,1,6.7,,,L,,,1,11.3,,,L,,,1,19.9,,,L,,,1,19.9,,,L,,,1,13.7,,,L,,,1,15.1,,,L,7544.58,2.32,,13.2,1.7,1.09,D,7544.15,1.3,,13.5,2,0.76,D,,,1,18.3,,,L,7544.34,4.01,1,46.7,2.6,1.25,C,7544.55,3.71,,23.5,1.4,1.24,D,7544.25,3.34,1,20.5,1.5,1.12,C,,,1,5.6,,,L,,,1,4.6,,,L,7545.35,1.25,,5.7,1.5,0.43,D
527,7553.75 ,56.24 ,1.42 ,18.59 ,0.47 ,7553.83,0.89,,2.8,0.4,0.27,D,,,1,14.2,,,L,,,1,4.1,,,L,,,1,1.5,,,L,,,1,1.2,,,L,,,1,2.7,,,L,,,1,3,,,L,,,1,6.2,,,L,,,1,2.4,,,L,,,1,2.8,,,L,,,1,3.8,,,L,,,1,5.5,,,L,,,1,15.7,,,L,,,1,15.7,,,L,7554.05,1.38,,3.7,0.9,0.41,D,,,1,15.6,,,L,7553.69,1.44,,5.5,0.3,0.58,D,7553.77,1.48,,6.3,0.5,0.51,D,,,1,1.9,,,L,,,1,11.2,,,L,,,1,2.9,,,L,,,1,4.6,,,L,,,1,3.4,,,L,7553.39,1.89,,4,1.1,0.57,D,,,1,2.8,,,L
528,7557.88 ,41.87 ,1.05 ,25.82 ,0.65 ,7558.14,0.14,,7.3,1.4,0.49,D,,,1,13.5,,,L,,,,,,,R,7558.02,0.21,,4.3,0.9,0.46,D,7558.13,1.51,,6.2,0.6,0.56,D,,,1,4.8,,,L,7557.94,1.77,,7.4,2,0.6,D,,,,,,,R,7557.97,1.11,,4.1,1,0.65,D,7557.93,0.77,,6.4,0.7,0.59,D,,,1,3.4,,,L,7557.93,1.14,,12.4,3.3,0.46,D,,,1,9.1,,,L,,,1,9.1,,,L,7557.78,0.09,,19.2,2.2,0.75,D,7557.95,1.05,,20.8,3,0.54,D,,,1,2.4,,,L,7557.79,0.86,,31.5,1.5,0.84,D,7557.87,0.48,,14.4,1.3,0.69,D,7557.78,1.66,,24.5,1.8,0.58,D,7557.78,0.89,,29.4,2,0.73,D,7557.62,1.35,,42.5,2,0.86,D,7557.71,1.11,,6.1,1.4,0.64,D,7557.83,2.43,,7.2,1.1,0.75,D,7557.78,1.36,,12.9,1.1,0.87,D
529,7559.43 ,36.05 ,0.91 ,14.41 ,0.36 ,7559.36,0.71,,10.5,0.2,0.27,D,,,1,4.6,,,L,,,,,,,R,7559.49,1.51,,10.1,0.8,0.48,D,7559.78,1.24,,6.2,0.4,0.49,D,7559.51,0.42,,3.3,0.6,0.35,D,7559.3,0.9,,6.5,0.6,0.27,D,,,,,,,R,7559.43,0.74,,5,0.3,0.33,D,7559.41,0.95,,3.6,0.3,0.35,D,7559.6,0.91,,8.1,0.3,0.29,D,7559.46,0.9,,7.8,1.3,0.34,D,,,1,3,,,L,,,1,3,,,L,7559.58,1.21,,28.4,0.3,0.42,D,7559.32,0.93,,26.8,2.5,0.39,D,7559.38,0.78,,2.2,0.4,0.23,D,7558.96,1.55,,41.6,1.6,0.77,D,7559.44,0.78,,12.5,0.3,0.36,D,7559.25,0.8,,20.4,1,0.39,D,7559.4,0.75,,26.8,0.7,0.31,D,7559.38,0.87,,32.9,0.9,0.33,D,7559.36,0.66,,6.6,0.2,0.28,D,7559.46,0.62,,5.9,0.3,0.28,D,7559.69,0.94,,11.1,0.2,0.33,D
530,7562.16 ,61.68 ,1.55 ,27.07 ,0.68 ,7562.05,1.44,,51.2,1,0.71,D,,,1,13.4,,,L,,,,,,,R,7562.27,1.84,,30.5,0.7,0.79,D,7562.17,2.13,,10.9,0.8,0.72,D,7561.82,1.57,,11,1.3,0.6,D,7562.08,1.31,,17.8,0.7,0.68,D,,,,,,,R,7562.45,1.06,,7.8,0.7,0.42,D,7562.21,1.22,,4.6,0.5,0.38,D,7562.39,1.27,,35.9,0.7,0.68,D,7562.19,2.15,,34.8,0.4,0.72,D,,,1,6.6,,,L,,,1,6.6,,,L,7562.39,1.68,,107.4,1.2,0.78,D,7561.94,2.28,,111.7,3.9,0.84,D,7562.24,1.15,,12.9,0.6,0.52,D,7562.27,1.7,,105.2,0.3,0.72,D,7562.13,1.53,,68.8,1.5,0.76,D,7561.86,1.34,,64.8,2.7,0.63,D,7562.05,1.61,,136.7,1.2,0.75,D,7562.01,1.42,,115,1.2,0.67,D,7562.17,1.29,,35.4,0.9,0.68,D,7562.16,1.42,,35.5,1.8,0.76,D,7562.15,2.02,,64.3,1.4,0.91,D
531,7564.37 ,33.06 ,0.83 ,12.89 ,0.33 ,7564.21,1.13,,5.3,0.5,0.36,D,,,1,6.5,,,L,,,,,,,R,,,1,1.4,,,L,7563.92,1.07,,1.9,0.4,,D,,,1,1.1,,,L,7564.63,1.13,,15.5,0.9,0.43,D,,,,,,,R,7564.35,0.85,,2.5,0.4,0.25,D,,,,,,,R,7564.65,0.81,,3.6,0.5,0.31,D,,,,,,,R,,,1,5.6,,,L,,,1,5.6,,,L,7564.52,0.87,,6,1.1,0.31,D,,,1,7.1,,,L,,,1,1.6,,,L,7564.4,0.73,,8.4,0.6,0.27,D,7564.21,0.12,,4.1,1.2,0.34,D,,,,,,,R,7564.5,0.8,,6.9,0.6,0.33,D,7564.54,0.59,,4.5,0.6,0.31,D,,,1,2.6,,,L,7564.1,1.07,,4.3,0.9,0.34,D,,,1,2,,,L
532,7566.99 ,17.39 ,0.44 ,11.27 ,0.28 ,7567.14,0.13,,3.6,0.6,0.35,D,,,1,1.7,,,L,,,1,1.8,,,L,,,1,0.8,,,L,,,1,1.1,,,L,,,1,1.3,,,L,,,1,1.7,,,L,,,,,,,R,7567.05,0.9,,2.1,0.3,0.29,D,7566.95,0,,9,0.3,0.31,D,,,1,1.5,,,L,,,,,,,R,7567.09,0.18,1,7.5,0.8,0.23,C,7567.09,0.18,1,7.5,0.8,0.23,C,,,1,1.4,,,L,,,1,1.9,,,L,,,1,0.5,,,L,7566.97,0.7,,2,0.2,0.23,D,7566.97,1.02,,3.7,0.4,0.31,D,,,,,,,R,7566.85,0.21,,2.5,0.6,0.23,D,7566.97,0.11,,9.8,0.7,0.27,D,,,1,1.5,,,L,,,1,1.3,,,L,,,1,1.3,,,L
533,7568.05 ,32.66 ,0.82 ,10.70 ,0.27 ,7567.82,0.81,,3.3,0.4,0.19,D,,,1,5.2,,,L,7568.07,1.1,1,5.1,0.8,0.34,C,,,1,1.2,,,L,,,1,1.5,,,L,,,1,2.6,,,L,,,1,2,,,L,,,,,,,R,,,,,,,R,7568.14,0.21,,6.2,0.9,0.48,D,7568.42,0.8,,4.1,0.6,0.27,D,,,,,,,R,7568.09,0.12,1,20.1,1.9,0.4,C,7568.09,0.12,1,20.1,1.9,0.4,C,,,1,4.6,,,L,7568.26,0.46,,2.7,0.8,0.24,D,,,1,3,,,L,7568.23,0.87,,10.3,0.3,0.32,D,,,1,1.1,,,L,,,,,,,R,7567.85,0.76,,5,1.4,0.23,D,7567.93,0.88,,21.9,0.9,0.34,D,,,1,1.6,,,L,,,1,1.6,,,L,,,1,2.5,,,L
534,7570.32 ,37.45 ,0.95 ,14.35 ,0.36 ,,,1,2,,,L,,,1,5.6,,,L,,,1,1.1,,,L,,,1,1.5,,,L,,,1,0.6,,,L,,,1,1.6,,,L,7570.29,1.23,,5.6,0.6,0.41,D,,,,,,,R,,,1,2.7,,,L,,,1,1.9,,,L,,,1,2.8,,,L,,,1,9.1,,,L,7570.53,0.9,,7.9,0.9,0.34,D,7570.53,0.9,,7.9,0.9,0.34,D,7570.22,1.19,,8.5,1.4,0.42,D,,,1,4,,,L,,,1,2.4,,,L,7570.15,0.79,,5.9,1,0.43,D,7570.13,0.5,,3,0.8,0.27,D,7570.35,0.81,,8.9,0.3,0.33,D,7570.13,1.44,,11.9,1.4,0.45,D,7570.39,1.13,,15.1,0.9,0.37,D,,,1,1.5,,,L,,,1,2.5,,,L,7570.5,1.12,,3.1,0.5,0.4,D
535,7571.68 ,25.80 ,0.65 ,11.67 ,0.29 ,7571.64,0.61,,5.6,0.3,0.24,D,,,1,4.6,,,L,,,1,1.5,,,L,,,1,1.7,,,L,,,1,1.3,,,L,,,1,2.3,,,L,7571.77,0.6,,3.5,0.7,0.24,D,,,,,,,R,,,1,2.7,,,L,7571.32,0.96,,2.9,0.3,0.38,D,,,1,2.7,,,L,7571.59,1.05,1,12,2.8,0.4,C,,,1,6.4,,,L,,,1,6.4,,,L,7571.91,0.63,,3.4,0.6,0.21,D,,,,,,,R,,,1,2,,,L,7572.06,0.83,,10.3,0.5,0.43,D,7571.66,0.62,,3.5,0.4,0.21,D,7571.43,0.95,,15.2,0.8,0.36,D,7571.5,0.41,,5.1,1.4,0.01,D,7571.82,0.25,,22.6,1,0.57,D,,,1,1.1,,,L,,,1,1.8,,,L,,,1,3.1,,,L
536,7579.75 ,39.97 ,1.01 ,15.02 ,0.38 ,,,,,,,R,,,1,6.6,,,L,,,1,1.7,,,L,7579.99,0.16,,8.4,0.8,0.46,D,7579.45,1.12,,4.9,0.9,0.38,D,,,1,1.5,,,L,7579.97,1.18,,7.7,1.6,0.43,D,,,,,,,R,,,1,3.3,,,L,7579.83,0.69,,5.9,0.9,0.39,D,7579.73,1.25,,5.5,1.3,0.37,D,7579.5,0.5,,4.8,1.5,0.26,D,,,1,6.3,,,L,,,1,6.3,,,L,7579.95,1.17,,26,1.2,0.39,D,7579.23,0.78,,19.3,0.9,0.39,D,,,1,3.6,,,L,7579.68,1.52,,21.2,0.8,0.45,D,7579.97,1.07,,18.8,1.3,0.42,D,7579.39,1.01,,10.8,1.1,0.35,D,7579.69,1.08,,26.4,1.5,0.35,D,7579.57,1.18,,27.9,0.8,0.43,D,7579.66,0.83,,5.1,0.6,0.25,D,7579.93,1.07,,4.2,0.3,0.3,D,7580.25,1.24,,17.9,0.8,0.44,D
537,7581.47 ,47.62 ,1.20 ,20.86 ,0.53 ,,,,,,,R,,,1,12.8,,,L,7581.78,1.95,,15.8,1.5,0.59,D,7581.51,0.83,,14.1,0.7,0.57,D,7581.21,0.2,,4.8,0.6,0.77,D,7581.45,0.79,,4.6,0.7,0.35,D,7581.28,1.07,,10,1.9,0.32,D,,,,,,,R,,,1,2.6,,,L,7581.13,0.29,,9.1,2,0.52,D,7581.66,0.92,,13.2,1.4,0.46,D,7581.56,2.27,1,45.8,1.6,0.72,C,7581.79,1.56,,18.2,1.9,0.51,D,7581.79,1.56,,18.2,1.9,0.51,D,7581.52,1.21,,49.2,0.8,0.59,D,7581.42,2,,53.1,1.7,0.71,D,7581.17,1.57,1,10.4,1.1,0.6,C,7581.44,1.01,,28,0.9,0.44,D,7581.54,1.17,,27.9,1.9,0.52,D,7581.35,1.46,,42.2,0.9,0.59,D,7581.35,1.68,,61.5,1.9,0.6,D,7581.35,1.42,,58.5,1.3,0.54,D,7581.17,1.21,,14.6,0.5,0.53,D,7581.38,1.5,,13.9,0.5,0.53,D,7581.75,0.84,,19,0.7,0.5,D
538,7585.64 ,49.08 ,1.24 ,20.57 ,0.52 ,7585.47,1.23,,5.4,0.8,0.37,D,,,1,7.2,,,L,7585.18,1.12,1,7.9,0.7,0.75,C,,,1,3.9,,,L,,,1,2.3,,,L,,,1,4.6,,,L,,,1,7.2,,,L,,,1,5.2,,,L,,,1,5.1,,,L,,,,,,,R,7585.91,1.66,,9.2,2.2,0.56,D,,,,,,,R,,,,,,,R,,,,,,,R,7585.7,0.81,,8.9,0.4,0.34,D,7585.48,1.36,,29,1.7,0.75,D,,,1,3.4,,,L,7585.63,1.49,,13.8,1,0.47,D,7585.99,1.28,,13.2,0.9,0.74,D,7584.88,0.96,1,9.5,1.1,0.42,C,7585.54,1.21,,13.9,1.1,0.38,D,7585.47,1.27,,32.5,1.9,0.81,D,7585.63,0.78,,2.2,0.6,0.26,D,7585.42,1.27,,4.3,0.6,0.43,D,,,1,2.6,,,L
539,7696.03 ,21.27 ,0.55 ,9.83 ,0.25 ,,,1,2.5,,,L,,,1,3.3,,,L,,,1,1.8,,,L,,,1,2,,,L,,,1,1.4,,,L,,,1,2.4,,,L,,,1,2.7,,,L,,,1,5.2,,,L,,,1,1.7,,,L,,,1,1.2,,,L,,,1,2.2,,,L,,,,,,,R,,,1,4.8,,,L,,,1,4.8,,,L,7696.19,0.72,,10.3,0.3,0.25,D,7695.77,0.35,,14.7,1.7,0.26,D,,,,,,,R,7696.1,0.77,,12.4,0.8,0.26,D,7695.98,0.54,,5.2,0.7,0.34,D,,,1,4.4,,,L,7695.99,0.54,,17.9,0.9,0.41,D,7695.94,0.43,,10.1,0.7,0.17,D,7696.1,0.72,,3.2,0.6,0.3,D,7696.08,0.67,,4.7,0.5,0.32,D,7695.79,0.53,,5.9,0.5,0.26,D
540,7706.76 ,32.89 ,0.85 ,12.10 ,0.31 ,7706.72,1.11,,5.1,0.7,0.32,D,,,1,3.4,,,L,,,1,1.7,,,L,,,1,2.5,,,L,,,1,1.7,,,L,7706.63,0.76,,1.6,0.4,0.25,D,7706.74,0.8,,1.5,0.2,0.26,D,,,1,3.9,,,L,,,1,1.4,,,L,,,1,2,,,L,,,1,5.5,,,L,,,1,3.5,,,L,,,1,5.7,,,L,,,1,5.7,,,L,7706.82,0.86,,8.2,0.8,0.33,D,7707.01,0.05,,14.5,1.5,0.41,D,7706.65,1.21,,5.7,0.6,0.36,D,7706.58,1.07,,5.7,1.3,0.33,D,7706.95,1.11,,5.7,0.3,0.35,D,7706.65,0.79,,5.9,1.1,0.24,D,7706.79,1.01,,16.7,0.8,0.37,D,7706.78,0.69,,7,0.6,0.24,D,7706.77,0.59,,3.7,0.6,0.26,D,7706.84,0.95,,5.3,0.5,0.34,D,,,1,3.9,,,L
541,7708.06 ,25.53 ,0.66 ,9.76 ,0.25 ,7708.03,0.48,,7.2,0.3,0.23,D,,,1,2.3,,,L,,,1,1.1,,,L,,,1,1.3,,,L,7708.08,1.04,,3.8,0.2,0.36,D,,,1,1.4,,,L,7708.06,0.44,,2.1,0.3,0.14,D,,,1,7.6,,,L,,,1,1.4,,,L,,,1,2.2,,,L,,,1,3.1,,,L,,,1,3,,,L,,,1,4.5,,,L,,,1,4.5,,,L,7708.4,0.84,,4.4,1.2,0.3,D,7707.94,0.74,,13.1,1.2,0.26,D,,,1,1.4,,,L,7708.25,0.83,,10.2,0.9,0.31,D,7708.1,0.5,,3.7,0.2,0.22,D,7707.7,0.8,,11.2,0.8,0.3,D,7708.08,0.62,,16.3,0.5,0.28,D,7707.96,0.54,,10.2,0.2,0.26,D,7708.03,0.6,,3.8,0.3,0.21,D,7708.11,0.44,,2.8,0.4,0.14,D,,,1,2.6,,,L
542,7720.21 ,48.77 ,1.26 ,14.77 ,0.38 ,,,,,,,R,,,,,,,R,,,,,,,R,7720.28,1.14,,6.6,1.4,0.34,D,,,1,5.3,,,L,,,1,3.3,,,L,7719.85,2.29,,23.1,1.6,0.7,D,7720.3,1.74,,11.6,1.7,0.51,D,7720.48,2,,8.4,1.1,0.62,D,7719.97,1.16,,7.2,1.6,0.37,D,,,1,5.8,,,L,,,,,,,R,7720.32,0.17,,11.1,2.8,0.36,D,7720.32,0.17,,11.1,2.8,0.36,D,7720.58,1.06,,10.2,1.4,0.35,D,7720.3,1.03,,22,2.5,0.31,D,,,1,4.2,,,L,,,1,4.6,,,L,7720.14,1.57,,19.4,0.8,0.6,D,7720.18,1.33,,20.4,2,0.42,D,7720.29,1.24,,22.6,2.1,0.39,D,7720.4,0,,26.5,2.2,0.38,D,7720.4,1.22,,6.8,1.3,0.38,D,7720.29,1.48,,7.8,1.7,0.42,D,,,,,,,R
